movie_name,production_year,movie_odid,production_budget,domestic_box_office,international_box_office,rating,creative_type,source,production_method,genre,sequel,running_time,Gross Profit
Get on Up,2014,196800100,30000000,30569935,2769933,PG-13,Dramatization,Based on Real Life Events,Live Action,Drama,0,138,"$3,339,868.00"
The 33,2015,229970100,25000000,12227722,16172993,PG-13,Dramatization,Based on Factual Book/Article,Live Action,Drama,0,120,"$3,400,715.00"
A Monster Calls,2016,207180100,43000000,3740823,42673707,PG-13,Fantasy,Based on Fiction Book/Short Story,Live Action,Drama,0,108,"$3,414,530.00"
W.,2008,21140100,25100000,25534493,3041285,PG-13,Dramatization,Based on Real Life Events,Live Action,Drama,0,129,"$3,475,778.00"
My Life in Ruins,2009,39380100,17000000,8677425,11800000,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy,0,95,"$3,477,425.00"
Next,2007,26880100,70000000,18211013,55380487,PG-13,Science Fiction,Based on Fiction Book/Short Story,Live Action,Action,0,96,"$3,591,500.00"
In the Land of Women,2007,35540100,10500000,11052958,3087444,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,97,"$3,640,402.00"
Joyful Noise,2011,149620100,27500000,30932113,225801,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Musical,0,118,"$3,657,914.00"
Armored,2009,133410100,20000000,15988876,7672162,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,88,"$3,661,038.00"
Man on a Ledge,2011,143210100,42000000,18620000,27068337,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,102,"$3,688,337.00"
The International,2009,21260100,50000000,25450527,28400000,R,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,118,"$3,850,527.00"
Whip It,2009,116050100,15000000,13077184,5812788,PG-13,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Comedy,0,111,"$3,889,972.00"
A Mighty Heart,2007,38530100,15000000,9176787,9976781,R,Dramatization,Based on Fiction Book/Short Story,Live Action,Drama,0,108,"$4,153,568.00"
ATL,2006,24260100,17000000,21170563,0,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,107,"$4,170,563.00"
The Road,2009,117920100,25000000,8114270,21092462,R,Science Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0,111,"$4,206,732.00"
Unforgettable,2016,219970100,12000000,11368012,4853199,R,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,114,"$4,221,211.00"
Mortal Engines,2018,276480100,100000000,15951040,88282825,PG-13,Science Fiction,Based on Fiction Book/Short Story,Live Action,Action,0,128,"$4,233,865.00"
Turistas,2006,42200100,10000000,7027762,7293308,R,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,,"$4,321,070.00"
Furry Vengeance,2010,126680100,35000000,17630465,21709712,PG,Kids Fiction,Original Screenplay,Live Action,Adventure,0,91,"$4,340,177.00"
Two Lovers,2009,51570100,12000000,3149034,13200000,R,Contemporary Fiction,Original Screenplay,Live Action,Drama,0,109,"$4,349,034.00"
Charlie St. Cloud,2010,138040100,44000000,31206263,17271821,PG-13,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0,100,"$4,478,084.00"
The Raven,2011,161080100,26000000,16008272,14593529,R,Historical Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,111,"$4,601,801.00"
The Ant Bully,2006,130300100,45000000,28142535,21468363,PG,Kids Fiction,Based on Fiction Book/Short Story,Digital Animation,Adventure,0,89,"$4,610,898.00"
Superfly,2017,314910100,16000000,20537137,186444,R,Contemporary Fiction,Remake,Live Action,Action,0,116,"$4,723,581.00"
Left Behind,2014,205740100,16000000,14019924,6749285,PG-13,Science Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense,0,111,"$4,769,209.00"
Draft Day,2014,200850100,25000000,28842237,1005243,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Drama,0,109,"$4,847,480.00"
Brothers,2015,236560100,13000000,656688,17200000,Not Rated,Contemporary Fiction,Remake,Live Action,Action,0,155,"$4,856,688.00"
The Losers,2010,110770100,25000000,23591432,6272408,PG-13,Contemporary Fiction,Based on Comic/Graphic Novel,Live Action,Action,0,97,"$4,863,840.00"
Arn - Tempelriddaren,2007,133140100,16500000,0,21404122,R,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Action,0,139,"$4,904,122.00"
The Reef,2010,159030100,10000000,0,15037867,R,Dramatization,Based on Real Life Events,Live Action,Thriller/Suspense,0,0,"$5,037,867.00"
Io sono l’amore,2010,138830100,10000000,5005465,10116063,R,Historical Fiction,Original Screenplay,Live Action,Drama,0,119,"$5,121,528.00"
Zwartboek,2007,48080100,22000000,4398532,22839822,R,Historical Fiction,Based on Real Life Events,Live Action,Thriller/Suspense,0,145,"$5,238,354.00"
"The Goods: Live Hard, Sell Hard",2009,30210100,10000000,15122676,174642,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,89,"$5,297,318.00"
American Assassin,2016,269560100,63000000,36249674,32060466,R,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense,0,112,"$5,310,140.00"
Zoolander 2,2015,143270100,50000000,28848693,26500000,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,1,102,"$5,348,693.00"
The Cold Light of Day,2011,145040100,20000000,3763583,21597623,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,93,"$5,361,206.00"
Rachel Getting Married,2008,33280100,12000000,12796861,4678614,R,Contemporary Fiction,Original Screenplay,Live Action,Drama,0,113,"$5,475,475.00"
Steve Jobs,2015,218110100,30000000,17766658,17812349,R,Dramatization,Based on Factual Book/Article,Live Action,Drama,0,121,"$5,579,007.00"
Country Strong,2010,146210100,15000000,20218921,383066,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Drama,0,120,"$5,601,987.00"
Keanu,2016,232910100,15000000,20591853,96288,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,98,"$5,688,141.00"
Admission,2012,181990100,13000000,18007317,726349,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy,0,117,"$5,733,666.00"
Wu ji,2006,64990100,30000000,669625,35200309,PG-13,Fantasy,Original Screenplay,Live Action,Action,0,,"$5,869,934.00"
Traitor,2008,22510100,22000000,23530831,4351395,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,114,"$5,882,226.00"
Miss Potter,2006,52070100,30000000,3005605,32885652,PG,Dramatization,Based on Real Life Events,Live Action,Drama,0,92,"$5,891,257.00"
Khumba,2013,198730100,15000000,0,20898221,Not Rated,Kids Fiction,Original Screenplay,Digital Animation,Adventure,0,85,"$5,898,221.00"
The Railway Man,2013,199740100,18000000,4438438,19471772,R,Dramatization,Based on Factual Book/Article,Live Action,Drama,0,116,"$5,910,210.00"
Triple 9,2015,213900100,20000000,12639297,13304495,R,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,115,"$5,943,792.00"
Eastern Promises,2007,27920100,50000000,17181265,38895823,R,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,100,"$6,077,088.00"
The Zookeeper’s Wife,2016,239550100,20000000,17445186,8863563,PG-13,Dramatization,Based on Factual Book/Article,Live Action,Drama,0,126,"$6,308,749.00"
Push,2009,17870100,38000000,31811527,12600000,PG-13,Science Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,111,"$6,411,527.00"
The Drop,2014,202220100,12600000,10724389,8330145,R,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0,107,"$6,454,534.00"
Easy Virtue,2009,53310100,14000000,2656784,17880957,PG-13,Historical Fiction,Based on Play,Live Action,Romantic Comedy,0,96,"$6,537,741.00"
Trance,2012,161240100,16000000,2322593,20271459,R,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,101,"$6,594,052.00"
Bobby,2006,35340100,14000000,11242801,9355005,R,Dramatization,Based on Real Life Events,Live Action,Drama,0,116,"$6,597,806.00"
Inkheart,2009,27740100,60000000,17303424,49352514,PG,Fantasy,Based on Fiction Book/Short Story,Live Action,Adventure,0,106,"$6,655,938.00"
Vice,2018,276250100,60000000,47645509,19026109,R,Dramatization,Based on Real Life Events,Live Action,Black Comedy,0,132,"$6,671,618.00"
Oceans,2010,128950100,80000000,19422319,67365211,G,Factual,Based on Real Life Events,Live Action,Documentary,0,84,"$6,787,530.00"
The Birth of a Nation,2016,228430100,10000000,15861566,1029445,R,Dramatization,Based on Real Life Events,Live Action,Drama,0,118,"$6,891,011.00"
Flicka,2006,24440100,15000000,21000147,896220,PG,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0,95,"$6,896,367.00"
Un Prophète,2009,110660100,13000000,2087720,17822904,R,Contemporary Fiction,Original Screenplay,Live Action,Drama,0,149,"$6,910,624.00"
The Man with the Iron Fists,2011,143490100,15000000,15634090,6384898,R,Contemporary Fiction,Original Screenplay,Live Action,Action,0,95,"$7,018,988.00"
A Good Year,2006,41460100,35000000,7459300,34604805,PG-13,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0,118,"$7,064,105.00"
Fantastic Mr. Fox,2009,116510100,40000000,21002919,26080493,PG,Kids Fiction,Based on Fiction Book/Short Story,Stop-Motion Animation,Adventure,0,88,"$7,083,412.00"
Indigènes,2006,71010100,18900000,320700,25742872,Not Rated,Historical Fiction,Original Screenplay,Live Action,Drama,0,120,"$7,163,572.00"
The Marine,2006,26360100,15000000,18844784,3320824,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Action,0,,"$7,165,608.00"
Dance Flick,2009,21020100,25000000,25794018,6430606,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,84,"$7,224,624.00"
Criminal,2015,220210100,31500000,14708696,24062566,R,Science Fiction,Original Screenplay,Live Action,Action,0,113,"$7,271,262.00"
Our Family Wedding,2010,110890100,14000000,20255281,1155265,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,103,"$7,410,546.00"
While We're Young,2014,212880100,10000000,7582065,9921763,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,94,"$7,503,828.00"
Death Race,2008,15620100,65000000,36316032,36200787,R,Science Fiction,Remake,Live Action,Action,0,110,"$7,516,819.00"
Kit Kittredge: An American Girl,2008,27330100,10000000,17657973,0,G,Historical Fiction,Based on Toy,Live Action,Drama,0,100,"$7,657,973.00"
Self/Less,2015,193810100,26000000,12279691,21387628,PG-13,Science Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,117,"$7,667,319.00"
The Oxford Murders,2008,118680100,10000000,4803,17699328,R,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense,0,108,"$7,704,131.00"
Lottery Ticket,2010,111660100,17000000,24719879,0,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,95,"$7,719,879.00"
Das Weisse Band: Eine deutsche Kindergeschichte,2009,110260100,18000000,2222862,23504182,R,Historical Fiction,Original Screenplay,Live Action,Drama,0,145,"$7,727,044.00"
John Carter,2011,140100100,275000000,73058679,209719421,PG-13,Science Fiction,Based on Fiction Book/Short Story,Live Action,Adventure,0,132,"$7,778,100.00"
Arthur,2010,141310100,40000000,33035397,14752546,PG-13,Contemporary Fiction,Remake,Live Action,Comedy,0,110,"$7,787,943.00"
Fighting,2009,22770100,25000000,23091010,9740697,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Action,0,84,"$7,831,707.00"
Appaloosa,2008,130480100,20000000,20211394,7700059,R,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Western,0,114,"$7,911,453.00"
Fighting With My Family,2017,313810100,11000000,16214767,2709754,PG-13,Dramatization,Based on Real Life Events,Live Action,Comedy,0,107,"$7,924,521.00"
Mao's Last Dancer,2009,110040100,18000000,4806750,21134687,PG,Dramatization,Based on Real Life Events,Live Action,Drama,0,117,"$7,941,437.00"
Doogal,2006,41200100,20000000,7578946,20479706,G,Kids Fiction,Based on TV,Digital Animation,Adventure,0,83,"$8,058,652.00"
Nanjing! Nanjing!,2009,153060100,12000000,122558,20000000,R,Dramatization,Based on Real Life Events,Live Action,Drama,0,135,"$8,122,558.00"
The Snowman,2017,251050100,35000000,6670765,36555381,R,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense,0,142,"$8,226,146.00"
Viy,2014,229410100,26000000,0,34246770,Not Rated,Fantasy,Original Screenplay,Live Action,Adventure,0,0,"$8,246,770.00"
Let Me In,2010,134830100,20000000,12134935,16135464,R,Fantasy,Remake,Live Action,Thriller/Suspense,0,115,"$8,270,399.00"
Safe,2011,148530100,33000000,17142080,24353133,R,Contemporary Fiction,Original Screenplay,Live Action,Action,0,95,"$8,495,213.00"
The Water Diviner,2014,220200100,22500000,4200117,26854610,R,Historical Fiction,Original Screenplay,Live Action,Drama,0,112,"$8,554,727.00"
Housefull,2010,137710100,10100000,1183658,17542642,Not Rated,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy,0,135,"$8,626,300.00"
Le Scaphandre et le Papillon,2007,44590100,14000000,5990075,16764397,PG-13,Dramatization,Based on Fiction Book/Short Story,Live Action,Drama,0,112,"$8,754,472.00"
A Perfect Getaway,2009,29770100,14000000,15515460,7300000,R,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,97,"$8,815,460.00"
Igor,2008,25710100,22000000,19528602,11484747,PG,Kids Fiction,Original Screenplay,Digital Animation,Adventure,0,88,"$9,013,349.00"
Mongol,2008,45160100,18000000,5705761,21441588,R,Dramatization,Based on Real Life Events,Live Action,Drama,0,120,"$9,147,349.00"
Observe and Report,2009,22210100,18000000,24007324,3141574,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,86,"$9,148,898.00"
The Stepfather,2008,108370100,20000000,29062561,165000,PG-13,Contemporary Fiction,Remake,Live Action,Thriller/Suspense,0,101,"$9,227,561.00"
The Founder,2016,220760100,15000000,12786053,11617139,PG-13,Dramatization,Based on Real Life Events,Live Action,Drama,0,115,"$9,403,192.00"
"I, Frankenstein",2012,169110100,65000000,19075290,55500000,PG-13,Fantasy,Based on Comic/Graphic Novel,Live Action,Action,0,92,"$9,575,290.00"
The Nice Guys,2015,213300100,50000000,36261763,23334984,R,Historical Fiction,Original Screenplay,Live Action,Black Comedy,0,116,"$9,596,747.00"
Drillbit Taylor,2008,17270100,40000000,32862104,16824159,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,102,"$9,686,263.00"
Pulse,2006,24970100,20500000,20264436,9976999,R,Contemporary Fiction,Remake,Live Action,Horror,0,,"$9,741,435.00"
RocknRolla,2008,45180100,18000000,5700626,22093713,R,Contemporary Fiction,Original Screenplay,Live Action,Action,0,110,"$9,794,339.00"
Just Wright,2009,135280100,12000000,21540363,327302,PG,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy,0,100,"$9,867,665.00"
Shorts,2009,25100100,20000000,20919166,8951635,PG,Kids Fiction,Original Screenplay,Live Action,Adventure,0,89,"$9,870,801.00"
All Eyez on Me,2016,151700100,45000000,44922302,9954553,R,Dramatization,Based on Real Life Events,Live Action,Drama,0,137,"$9,876,855.00"
De rouille et d’os,2012,174770100,19500000,2061449,27332185,R,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0,120,"$9,893,634.00"
Nocturnal Animals,2016,229840100,22500000,10663357,21735324,R,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense,0,116,"$9,898,681.00"
The Campaign,2011,162080100,95000000,86907746,18000000,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,85,"$9,907,746.00"
Ghost Town,2008,32520100,20000000,13367624,16590604,PG-13,Fantasy,Original Screenplay,Live Action,Romantic Comedy,0,102,"$9,958,228.00"
"I Love You, Phillip Morris",2010,124320100,13000000,2037459,20976568,R,Contemporary Fiction,Based on Real Life Events,Live Action,Comedy,0,100,"$10,014,027.00"
Just My Luck,2006,27710100,28000000,17326650,20833255,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy,0,,"$10,159,905.00"
What's Your Number?,2010,142710100,20000000,14011084,16152701,R,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy,0,106,"$10,163,785.00"
Beautiful Creatures,2012,173220100,50000000,19452138,40830738,PG-13,Fantasy,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense,0,123,"$10,282,876.00"
Stick It,2006,20280100,20000000,26910736,3488978,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,,"$10,399,714.00"
Isn’t it Romantic,2018,289530100,31000000,41435501,0,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy,0,88,"$10,435,501.00"
Fright Night,2010,143670100,30000000,18298649,22222000,R,Contemporary Fiction,Remake,Live Action,Horror,0,101,"$10,520,649.00"
Flags of Our Fathers,2006,16830100,53000000,33602376,30055565,R,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0,132,"$10,657,941.00"
Hot Pursuit,2015,207580100,35000000,34580201,11091311,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,87,"$10,671,512.00"
Nancy Drew,2007,21080100,20000000,25584685,5119160,PG,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense,0,97,"$10,703,845.00"
Young Adult,2011,143410100,12000000,16311571,6438785,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,94,"$10,750,356.00"
Be Kind Rewind,2008,35380100,20000000,11175164,19719083,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,98,"$10,894,247.00"
3 Days to Kill,2013,192720100,28000000,30697999,8261901,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,100,"$10,959,900.00"
Elle s'appelait Sarah,2010,150920100,14500000,7691700,17788331,PG,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0,106,"$10,980,031.00"
Youth,2015,231860100,13000000,2703296,21298277,R,Contemporary Fiction,Original Screenplay,Live Action,Drama,0,123,"$11,001,573.00"
U2 3D,2008,36870100,15000000,12898847,13271555,G,Factual,Based on Real Life Events,Live Action,Concert/Performance,0,85,"$11,170,402.00"
Mr. Turner,2014,207150100,14000000,3958546,21228480,R,Dramatization,Based on Real Life Events,Live Action,Drama,0,149,"$11,187,026.00"
